"tramite_audiencia_name","tramite_audiencia_date","tramite_audiencia_numero_processo"
"JULGAMENTO","2018-06-13","0021391-86.2016.5.04.0010"
"JULGAMENTO","2018-06-13",""
"JULGAMENTO","2018-06-14",""
"INSTRUÇÃO","2018-07-03","0020467-20.2017.5.04.0017"
"INICIAL","2018-07-12","0020486-92.2018.5.04.0016"
"INICIAL","2018-07-17","0020397-31.2018.5.04.0352"
"INSTRUÇÃO","2018-10-16","0021206-09.2017.5.04.0141"
"OITIVA DE TESTEMUNHAS","2018-05-10","0001033-09.2017.5.05.0020"
"SENTENÇA","2018-05-30","0000723.80.2015.5.06.0008"
"INSTRUÇÃO","2019-06-11","0101877-67.2017.5.01.0055"
"UNA","2018-09-11","1000885-81.2018.5.02.0067"
"UNA","2018-09-17","1000489-71.2018.5.02.0078"
"INICIAL","2019-08-21","0010780-76.2019.5.15.0038"
"ENCERRAMENTO DE INSTRUÇÃO","2018-05-24","0001361-96.2017.5.12.0034"
"INICIAL","2018-08-08","0001371-62.2017.5.07.0008"
"JULGAMENTO","2018-05-24","73767-37.2018.8.21.7000"
"JULGAMENTO","2018-05-09",""
"INSTRUÇÃO","2018-05-10","0020280-78.2017.5.04.0383"
"CONCILIAÇÃO","2018-05-17","0010004.46.2014.5.19.0004"
"JULGAMENTO","2018-05-16","0020696-67.2014.5.04.0022"
"OITIVA DE TESTEMUNHAS","2018-06-07","1000497.95.2018.5.02.0030"
"HOMOLOGAÇÃO","2018-05-25","0000095.57.2018.5.21.0012"
"OITIVA DE TESTEMUNHAS","2019-01-22","0010472-94.2018.5.15.0096"
"UNA","2018-06-12","1002142-17.2017.5.02.0055"
"JULGAMENTO","2018-05-24","12740-53.2018.8.21.7000"
"INSTRUÇÃO","2019-01-23","0100037-76.2018.5.01.0058"
"PERÍCIA","2018-05-08","0001785-73.2016.5.07.0015"
"JULGAMENTO","2018-05-24","122116-71.2018.8.21.7000"
"CONCILIAÇÃO","2018-05-25","1000194.15.2016.5.02.0204"
"JULGAMENTO","2018-05-30",""
"JULGAMENTO","2018-05-30","0020350-55.2014.5.04.0301"
"PERÍCIA","2018-06-06","5006724-93.2018.4.04.7100"
"PERÍCIA","2018-06-26","017/1.14.0005237-2"
"CONCILIAÇÃO","2018-05-23","0000004-67.2018.5.04.0261"
"CONCILIAÇÃO","2018-05-24","0020585-69.2017.5.04.0025"
"CONCILIAÇÃO","2018-05-24","0020618-68.2017.5.04.0022"
"CONCILIAÇÃO","2018-05-24","0020663-14.2017.5.04.0009"
"SUSTENTAÇÃO ORAL","2018-05-14","0000820-57.2015.5.07.0039"
"INSTRUÇÃO","2018-07-18","0022354-46.2016.5.04.0511"
"ENCERRAMENTO DE INSTRUÇÃO","2018-08-30","0010350-47.2018.5.03.0183"
"JULGAMENTO - ED","2018-10-11","317467-16.2017.8.21.7000"
"CONCILIAÇÃO","2018-05-24","0001844-57.2017.5.07.0005"
"CONCILIAÇÃO","2018-05-24","0001662-80.2017.5.07.0002"
"CONCILIAÇÃO","2018-05-24","0001435-57.2017.5.07.0013"
"INSTRUÇÃO","2018-10-25","0001832-25.2017.5.07.0011"
"INSTRUÇÃO","2018-10-22","0020494-15.2017.5.04.0401"
"PERÍCIA","2018-05-17","005/1.16.0007814-8"
"INICIAL","2018-08-16","0100425.26.2018.5.01.0010"
"SUSTENTAÇÃO ORAL","2018-05-21","0000967-60.2016.5.07.0003"
"JULGAMENTO","2018-05-23","0021671-40.2015.5.04.0512"
"OITIVA DE TESTEMUNHAS","2018-05-28","0000310-57.2018.5.07.0033"
"JULGAMENTO","2018-05-24","0020150-61.2013.05.04.0405"
"OITIVA DE TESTEMUNHAS","2018-05-25","CP0010197-96.2018.5.18.0053"
"INSTRUÇÃO","2019-05-07","0011645-63.2017.5.03.0019"
"UNA","2018-08-02","1002343-50.2017.5.02.0203"
"INSTRUÇÃO","2018-06-04","0000104-77.2016.5.05.0030"
"JULGAMENTO","2018-06-13","0000989-44.2013.5.04.0024"
"PERÍCIA","2018-06-15",""
"JULGAMENTO","2018-06-14",""
"PERÍCIA","2018-06-22","001/1.16.0107697-6"
"PERÍCIA","2018-06-22","001/1.15.0098018-9"
"PERÍCIA","2018-06-25","001/1.16.0012631-7"
"PERÍCIA","2018-06-29","9011046-38.2018.8.21.0001"
"PERÍCIA","2018-07-02","086/1.15.0007357-8"
"CONCILIAÇÃO","2018-05-24","0021540.31.2015.5.04.0006"
"INSTRUÇÃO","2018-07-03","0021555-93.2017.5.04.0405"
"INICIAL","2018-07-10","0020464-13.2018.5.04.0023"
"PERÍCIA","2018-07-13","001/1.16.0115918-9"
"PERÍCIA","2018-07-19","001/1.16.0143834-7"
"JULGAMENTO","2018-04-03",""
"INSTRUÇÃO","2019-05-30","0021835-64.2017.5.04.0405"
"INSTRUÇÃO","2019-03-19","0020290-06.2018.5.04.0281"
"INICIAL","2018-11-12","0020522-58.2018.5.04.0009"
"INICIAL","2019-08-22","0010789-38.2019.5.15.0038"
"INICIAL","2018-07-12","0020486-71.2018.5.04.0023"
"INICIAL","2018-07-25","0020268-45.2018.5.04.0281"
"INSTRUÇÃO","2018-07-30","0020280-78.2017.5.04.0383"
"OITIVA DE TESTEMUNHAS","2018-06-14","0000528-06.2018.5.07.0027"
"OITIVA DE TESTEMUNHAS","2018-06-19","0000528-06.2018.5.07.0027"
"OITIVA DE TESTEMUNHAS","2018-07-25","0000879-40.2018.5.22.0001"
"SUSTENTAÇÃO ORAL","2018-06-14","0000891-33.2016.5.07.0004"
"OITIVA DE TESTEMUNHAS","2018-08-14","0011019.14.2018.5.03.0050"
"UNA","2018-08-22","1000866-49.2018.5.02.0011"
"INSTRUÇÃO","2018-08-21","1001308.35.2016.5.02.0221"
"UNA","2018-12-05","1000814-59.2018.5.02.0203"
"INSTRUÇÃO","2018-08-03","1001633.03.2016.5.02.0482"
"CONCILIAÇÃO","2018-06-11","0020586-48.2017.5.04.0221"
"PERÍCIA","2018-06-14","9011046-38.2018.8.21.0001"
"OITIVA DE TESTEMUNHAS","2018-06-14","0010498-16.2018.5.03.0100"
"OITIVA DE TESTEMUNHAS","2018-06-18","1002520-04.2017.5.02.0465"
"JULGAMENTO","2018-06-21","0020086-73.2016.5.04.0008"
"INSTRUÇÃO","2018-06-26","0001756-20.2017.5.07.0037"
"INICIAL","2018-09-18","0100725-77.2018.5.01.0045"
"OITIVA DE TESTEMUNHAS","2018-07-04","0020156-08.2018.5.04.0821"
"SENTENÇA","2018-07-17","0020946-23.2016.5.04.0025"
"INICIAL","2018-07-17","0020398-16.2018.5.04.0352"
"INSTRUÇÃO","2019-11-27","0020157-64.2019.5.04.0010"
"INICIAL","2018-07-19","0020502-67.2018.5.04.0009"
"CONCILIAÇÃO","2018-07-17","0001464-70-2011-5-02-0009"
"OITIVA DE TESTEMUNHAS","2018-08-08","0000883-71.2016.5.12.0051"
"CONCILIAÇÃO","2018-08-14","0000145.49.2015.5.02.0002"
"OITIVA DE TESTEMUNHAS","2018-08-15","0000338-49.2018.5.07.0025"
"PERÍCIA","2018-08-29","1000403.33.2018.5.02.0068"
"INSTRUÇÃO","2018-08-22","0001546-96.2016.5.07.0006"
"INICIAL","2018-09-03","0020559-88.2018.5.04.0008"
"UNA","2018-10-02","0000405-43.2018.5.05.0195"
"CONCILIAÇÃO","2018-06-11","0001608-02.2012.5.04.0511"
"OITIVA DE TESTEMUNHAS","2018-06-07","0100080.37.2018.5.01.0244"
"OITIVA DE TESTEMUNHAS","2018-06-11","1000131.50.2018.5.02.0711"
"OITIVA DE TESTEMUNHAS","2018-07-03","1000729.67.2018.5.02.0205"
"INICIAL","2018-10-19","0020679-11.2017.5.04.0027"
"UNA","2018-07-27","1000373-75.2018.5.02.0010"
"UNA","2019-08-19","1000761-66.2019.5.02.0713"
"INSTRUÇÃO","2019-03-06","1001077-49.2017.5.02.0002"
"INICIAL","2018-10-03","0020456-24.2018.5.04.0027"
"UNA","2018-12-06","1002153-87.2017.5.02.0203"
"UNA","2018-11-06","1002398-98.2017.5.02.0203"
"INSTRUÇÃO","2019-04-10","0011990-26.2017.5.15.0106"
"INSTRUÇÃO","2019-03-26","0021818-37.2017.5.04.0402"
"SENTENÇA","2018-06-29","1001991.26.2016.5.02.0204"
"INSTRUÇÃO","2019-09-26","0020157-56.2017.5.04.0003"
"PERÍCIA","2019-08-14",""
"OITIVA DE TESTEMUNHAS","2019-03-28","0020306-54.2018.5.04.0282"
"INSTRUÇÃO","2018-07-05","0000285-27.2018.5.21.0042"
"INICIAL","2018-06-13","0021349-27.2017.5.04.0002"
"CONCILIAÇÃO","2018-07-09","0000525-32.2014.5.06.0023"
"JULGAMENTO","2018-06-13","0022540-16.2017.5.04.0000"
"PERÍCIA","2018-06-14",""
"CONCILIAÇÃO","2018-08-28","9001656-05.2018.8.21.0014"
"JULGAMENTO","2018-06-21","0020459.44.2015.5.04.0104"
"JULGAMENTO","2018-06-20","0020345-23.2016.5.04.0023"
"JULGAMENTO","2018-06-20","0020312.12.2015.5.04.0009"
"JULGAMENTO","2018-06-20","0020818-54.2016.5.04.0008"
"JULGAMENTO","2018-06-20","0020263-86.2017.5.04.0821"
"JULGAMENTO","2018-06-21","0020534-95.2016.5.04.0121"
"JULGAMENTO","2018-06-21","0022036-56.2017.5.04.0405"
"JULGAMENTO","2018-06-21","0020305-58.2017.5.04.0103"
"JULGAMENTO","2018-06-27","0021021-35.2015.5.04.0401"
"JULGAMENTO","2018-08-29",""
"PERÍCIA","2018-07-04","001/1.13.0275183-3"
"PERÍCIA","2018-07-17","010/1.13.0020960-7"
"INICIAL","2018-07-17","0020400-83.2018.5.04.0352"
"UNA","2018-09-05","1001902-25.2017.5.02.0056"
"INICIAL","2019-08-27","0010807-59.2019.5.15.0038"
"OITIVA DE TESTEMUNHAS","2018-06-28","0000528-06.2018.5.07.0027"
"INSTRUÇÃO","2018-07-25","0022038-21.2016.5.04.0030"
"JULGAMENTO","2018-08-16","0021926-91.2016.5.04.0405"
"INSTRUÇÃO","2018-06-14","0001352-08.2016.5.07.0003"
"OITIVA DE TESTEMUNHAS","2018-06-12","0020030-62.2018.5.04.0851"
"CONCILIAÇÃO","2018-05-23","0000056-27.2016.5.07.0010"
"CONCILIAÇÃO","2018-05-23","0000058-94.2016.5.07.0010"
"CONCILIAÇÃO","2018-05-23","0000062-40.2016.5.07.0008"
"JULGAMENTO - ED","2018-06-13",""
"JULGAMENTO","2018-06-14",""
"PERÍCIA","2018-06-18","0012440-27.2017.5.15.0022"
"JULGAMENTO","2018-06-13","62707-67.2018.8.21.7000"
"PERÍCIA","2018-06-21","001/1.15.0211831-0"
"JULGAMENTO","2018-06-26","86758-45.2018.8.21.7000"
"JULGAMENTO","2018-06-26","122018-86.2018.8.21.7000"
"JULGAMENTO","2018-06-26","136831-21.2018.8.21.7000"
"JULGAMENTO","2018-06-26","146463-71.2018.8.21.7000"
"JULGAMENTO","2018-06-26","50316-80.2018.8.21.7000"
"JULGAMENTO","2018-06-26",""
"JULGAMENTO","2018-06-27",""
"INICIAL","2018-08-27","0020380-66.2018.5.04.0102"
"JULGAMENTO - ED","2018-06-28","152340-89.2018.8.21.7000"
"JULGAMENTO","2018-06-28","84866-04.2018.8.21.7000"
"JULGAMENTO - ED","2018-06-28","129374-35.2018.8.21.7000"
"JULGAMENTO","2018-06-28","139321-16.2018.8.21.7000"
"JULGAMENTO","2018-06-28","142141-08.2018.8.21.7000"
"JULGAMENTO","2018-06-28","150045-79.2018.8.21.7000"
"JULGAMENTO - ED","2018-06-28","129332-83.2018.8.21.7000"
"JULGAMENTO","2018-06-28","127337-35.2018.8.21.7000"
"JULGAMENTO","2018-06-28","128866-89.2018.8.21.7000"
"JULGAMENTO - ED","2018-06-28","150954-24.2018.8.21.7000"
"JULGAMENTO - ED","2018-06-28","150956-91.2018.8.21.7000"
"JULGAMENTO","2018-06-28","140232-28.2018.8.21.7000"
"JULGAMENTO","2018-06-28","121706-13.2018.8.21.7000"
"UNA","2019-04-22","1000155-22.2019.5.02.0201"
"INICIAL","2019-03-20","0021318-34.2018.5.04.0402"
"INICIAL","2018-07-18","0020546-74.2018.5.04.0401"
"UNA","2020-02-05","1001858-25.2019.5.02.0318"
"INSTRUÇÃO","2019-09-03","1000424-75.2019.5.02.0067"
"INSTRUÇÃO","2019-06-05","0001844-57.2017.5.07.0005"
"INSTRUÇÃO","2018-08-15","1001817.28.2016.5.02.0071"
"ENCERRAMENTO DE INSTRUÇÃO","2018-09-17","0000707-89.2017.5.19.0010"
"JULGAMENTO","2018-06-20","0020622-03.2015.5.04.0014"
"OITIVA DE TESTEMUNHAS","2019-03-26","CP0020054-16.2017.5.04.0402"
"ENCERRAMENTO DE INSTRUÇÃO","2019-02-07","0001593-70.2016.5.06.0015"
"OITIVA DE TESTEMUNHAS","2018-11-21","0010739.63.2018.5.15.0097"
"UNA","2018-07-17","1000231-72.2018.5.02.0042"
"UNA","2018-10-03","0011993-73.2017.5.15.0043"
"INSTRUÇÃO","2018-09-27","1001316-85.2017.5.02.0056"
"INSTRUÇÃO","2019-02-28","1001308.35.2016.5.02.0221"
"JULGAMENTO","2018-06-15","0020272-02.2017.5.04.0028"
"INSTRUÇÃO","2018-12-03","0101299-73.2017.5.01.0033"
"SUSTENTAÇÃO ORAL","2018-06-26","1001555.71.2016.5.02.0720"
"INSTRUÇÃO","2020-08-24",""
"SENTENÇA","2018-09-20","1000149-61.2016.5.02.0058"
"INSTRUÇÃO","2018-07-04","1001278-39.2017.5.02.0714"
"INSTRUÇÃO","2018-06-04","0021071-21.2016.5.04.0015"
"UNA","2018-06-12","0021560-82.2016.5.04.0201"
"INSTRUÇÃO","2018-11-05","1000392.24.2018.5.02.0320"
"OITIVA DE TESTEMUNHAS","2018-06-15","0020135-19.2018.5.04.0405"
"JULGAMENTO","2018-06-26","0020271-88.2015.5.04.0027"
"JULGAMENTO","2018-06-26","0020624-92.2015.5.04.0233"
"JULGAMENTO","2018-06-27","0001079-97.2013.5.04.0009"
"JULGAMENTO","2018-06-28",""
"JULGAMENTO","2018-06-28","0022047-85.2017.5.04.0405"
"JULGAMENTO","2018-06-28","0000910-44.2012.5.04.0301"
"INICIAL","2018-08-29","0020648-90.2018.5.04.0403"
"CONCILIAÇÃO","2018-07-16","0001646-21-2010-5-02-0032"
"INICIAL","2018-07-16","1000369.88.2018.5.02.0058"
"INICIAL","2018-08-28","0020520-09.2018.5.04.0003"
"INICIAL","2018-09-04","0010799-19.2018.5.15.0038"
"INSTRUÇÃO","2018-09-19","1002075-33.2017.5.02.0029"
"INICIAL","2018-09-25","0020446-77.2018.5.04.0027"
"SUSTENTAÇÃO ORAL","2018-06-28","0001897-28.2014.5.07.0010"
"OITIVA DE TESTEMUNHAS","2018-09-26","0020550-02.2018.5.04.0405"
"UNA","2019-09-03","1000778-90.2019.5.02.0038"
"INSTRUÇÃO","2018-12-17","0001492-18.2016.5.06.0311"
"INSTRUÇÃO","2019-02-11","0021877-28.2017.5.04.0401"
"PERÍCIA","2018-07-25","5001963-80.2018.4.04.7112"
"JULGAMENTO","2018-07-26","173672-15.2018.8.21.7000"
"PERÍCIA","2018-07-31","001/1.14.0129757-0"
"INSTRUÇÃO","2019-03-21","0021386-07.2016.5.04.0029"
"INSTRUÇÃO/CONTROLE DO JUIZ","2018-10-09","1000771.98.2016.5.02.0072"
"JULGAMENTO","2018-06-20",""
"ENCERRAMENTO DE INSTRUÇÃO","2018-07-26","0000783-83.2016.5.07.0010"
"PERÍCIA","2018-06-20","5017902-39.2018.4.04.7100"
"JULGAMENTO","2018-08-29","0020818-54.2016.5.04.0008"
"JULGAMENTO","2018-08-29",""
"INSTRUÇÃO","2019-07-03","0020381-33.2017.5.04.0281"
"SENTENÇA","2018-12-14","0021651-75.2017.5.04.0028"
"INICIAL","2018-09-17","0020476-33.2018.5.04.0021"
"ENCERRAMENTO DE INSTRUÇÃO","2018-09-17","0000199-32.2018.5.05.0194"
"JULGAMENTO","2018-06-20",""
"SUSTENTAÇÃO ORAL","2018-06-20","0001472-76.2015.5.07.0006"
"PERÍCIA","2018-07-03","0021386-07.2016.5.04.0029"
"JULGAMENTO","2018-06-27","0020312.12.2015.5.04.0009"
"CONCILIAÇÃO","2018-06-26","0021070-80.2014.5.04.0023"
"JULGAMENTO","2018-06-28","0020818.34.2015.5.04.0511"
"JULGAMENTO","2018-06-28","0020920-45.2017.5.04.0104"
"JULGAMENTO","2018-06-28","0020758.73.2015.5.04.0022"
"PERÍCIA","2018-07-11","015/1.16.0013802-2"
"CONCILIAÇÃO","2018-06-21","0002794.78.2013.5.02.0059"
"CONCILIAÇÃO","2018-06-26","1000635.24.2018.5.02.0075"
"CONCILIAÇÃO","2018-07-12","0000003-46.2017.5.04.0252"
"INSTRUÇÃO","2018-07-16","0000581-66.2017.5.07.0012"
"INSTRUÇÃO/CONTROLE DO JUIZ","2019-09-30","1001633.03.2016.5.02.0482"
"INICIAL","2019-03-12","0021309-72.2018.5.04.0402"
"PERÍCIA","2018-06-21","5027599-84.2018.4.04.7100"
"INICIAL","2018-07-12","0020631-48.2018.5.04.0405"
"UNA","2018-07-24","0100496.65.2018.5.01.0321"
"PERÍCIA","2018-07-23","0001423-40.2017.5.07.0014"
"SENTENÇA","2018-07-30","0000256-85.2018.5.21.0006"
"INSTRUÇÃO","2019-05-07","0021877-28.2017.5.04.0401"
"PERÍCIA","2018-07-26","001/1.17.0009168-0"
"JULGAMENTO","2018-06-21","0020300.47.2016.5.04.0531"
"JULGAMENTO","2018-06-20",""
"JULGAMENTO","2018-06-20",""
"JULGAMENTO","2018-07-26","106903-25.2018.8.21.7000"
"JULGAMENTO","2018-06-04","0021506-84.2015.5.04.0029"
"JULGAMENTO","2018-08-08","0000153-92.2013.5.04.0405"
"INSTRUÇÃO","2018-07-31","0000900-68.2016.5.07.0012"
"INICIAL","2018-08-16","0020461-76.2018.5.04.0017"
"JULGAMENTO","2018-08-23","0020086-73.2016.5.04.0008"
"INICIAL","2018-09-26","0020566-32.2018.5.04.0024"
"JULGAMENTO","2018-06-28","0021433-56.2016.5.04.0101"
"JULGAMENTO","2018-07-04","0020226-52.2013.5.04.0028"
"JULGAMENTO","2018-07-04","0021506-84.2015.5.04.0029"
"JULGAMENTO","2018-07-04","0020314-29.2013.5.04.0404"
"JULGAMENTO","2018-06-28","0021197-71.2016.5.04.0403"
"JULGAMENTO","2018-07-04",""
"JULGAMENTO","2018-07-04",""
"JULGAMENTO","2018-07-04",""
"INICIAL","2018-07-30","0001482-24.2017.5.13.0026"
"HOMOLOGAÇÃO","2018-07-05","0010042-27.2015.5.19.0003"
"INSTRUÇÃO","2019-10-16","0101575-81.2017.5.01.0073"
"PERÍCIA","2018-07-24","9025524-51.2018.8.21.0001"
"UNA","2018-07-23","1001806-45.2017.5.02.0012"
"INSTRUÇÃO","2019-04-23","0001751-02.2014.5.07.0005"
"INSTRUÇÃO","2018-11-28","0000955-67.2017.5.07.0017"
"INSTRUÇÃO","2018-06-21","0001352-08.2016.5.07.0003"
"INSTRUÇÃO","2018-11-20","0001036-55.2017.5.07.0004"
"INSTRUÇÃO","2018-11-12","0021387-91.2017.5.04.0405"
"OITIVA DE TESTEMUNHAS","2018-08-01","0000310-57.2018.5.07.0033"
"INICIAL","2018-07-13","0020514-05.2018.5.04.0002"
"INSTRUÇÃO","2019-03-19","0020538-52.2017.5.04.0201"
"INSTRUÇÃO","2018-09-03","0001654-92.2017.5.07.0038"
"INSTRUÇÃO","2019-04-01","0021425-06.2017.5.04.0405"
"CONCILIAÇÃO","2018-06-25","0002534-03-2012-5-02-0005"
"INICIAL","2018-09-10","1000936-75.2018.5.02.0202"
"OITIVA DE TESTEMUNHAS","2019-01-07","0001849-53.2017.5.12.0001"
"JULGAMENTO","2018-06-26","19084-50.2018.8.21.7000"
"INICIAL","2018-08-09","0020328-71.2018.5.04.0231"
"OITIVA DE TESTEMUNHAS","2019-07-10","CP0020576-03.2018.5.04.0016"
"UNA","2018-12-11","0020587-68.2018.5.04.0004"
"PERÍCIA","2018-06-29","1000387.85.2017.5.02.0045"
"INICIAL","2018-08-08","0001681-77.2017.5.07.0005"
"INSTRUÇÃO","2019-04-03","0001446-22.2017.5.07.0002"
"JULGAMENTO - ED","2018-06-27",""
"INICIAL","2018-07-30","0020567-11.2018.5.04.0026"
"UNA","2018-09-05","0000822-10.2017.5.07.0022"
"JULGAMENTO","2018-06-26","0020484.28.2014.5.04.0028"
"JULGAMENTO","2018-06-26","0021372-06.2014.5.04.0025"
"JULGAMENTO","2018-07-04","0021460-34.2015.5.04.0017"
"JULGAMENTO","2018-07-04",""
"UNA","2020-02-19","0100923-91.2019.5.01.0009"
"JULGAMENTO","2018-07-05",""
"PERÍCIA","2018-07-18","001/1.12.0214391-2"
"PERÍCIA","2018-07-20","9015994-23.2018.8.21.0001"
"PERÍCIA","2018-08-16","0001912-77.2017.5.07.0014"
"JULGAMENTO","2018-08-22",""
"JULGAMENTO - ED","2018-07-12","168051-37.2018.8.21.7000"
"JULGAMENTO","2018-07-12","98552-63.2018.8.21.7000"
"JULGAMENTO - ED","2018-07-12","178092-63.2018.8.21.7000"
"JULGAMENTO","2018-07-12","165370-94.2018.8.21.7000"
"UNA","2018-10-16","1000141.33.2018.5.02.0020"
"INSTRUÇÃO","2018-07-30","0020479-07.2017.5.04.0511"
"PERÍCIA","2018-10-25","0020533-24.2018.5.04.0030"
"UNA","2018-08-06","1000805-88.2018.5.02.0012"
"INICIAL","2019-03-26","0021328-78.2018.5.04.0402"
"INSTRUÇÃO","2018-08-13","1001836.38.2016.5.02.0005"
"HOMOLOGAÇÃO","2018-08-16","0101231.78.2017.5.01.0048"
"UNA","2018-08-23","1001733-79.2017.5.02.0204"
"OITIVA DE TESTEMUNHAS","2018-08-29","0011194.65.2017.5.15.0096"
"OITIVA DE TESTEMUNHAS","2019-03-25","1000078.77.2019.5.02.0018"
"INSTRUÇÃO","2018-09-12","1000392.60.2017.5.02.0481"
"INSTRUÇÃO","2018-09-18","1001409.74.2016.5.02.0382"
"INICIAL","2019-11-27","0020975-28.2019.5.04.0006"
"OITIVA DE TESTEMUNHAS","2018-10-09","0100632.48.2018.5.01.0067"
"CONCILIAÇÃO","2018-08-21","0000733-03.2015.5.07.0007"
"CONCILIAÇÃO","2018-08-22","0000900-56.2016.5.07.0016"
"UNA","2018-08-02","1000718-15.2018.5.02.0342"
"PERÍCIA","2018-08-07","0022144-46.2017.5.04.0030"
"INICIAL","2019-01-22","0010825-95.2018.5.15.0109"
"UNA","2018-11-05","1000718-15.2018.5.02.0342"
"UNA","2018-09-06","1000817-85.2018.5.02.0341"
"JULGAMENTO","2018-08-08","0020087-60.2013.5.04.0009"
"JULGAMENTO","2018-08-08",""
"OITIVA DE TESTEMUNHAS","2018-08-07","0020311-45.2018.5.04.0551"
"JULGAMENTO","2018-08-09","0021299-20.2016.5.04.0104"
"SUSTENTAÇÃO ORAL","2018-08-13","0000062-40.2016.5.07.0008"
"PERÍCIA","2018-08-20","001/1.16.0099725-3"
"INSTRUÇÃO","2021-06-22","0101588-63.2017.5.01.0014"
"PERÍCIA","2018-08-23","9032052-04.2018.8.21.0001"
"INSTRUÇÃO","2018-08-13","1001769.75.2016.5.02.0069"
"INICIAL","2018-10-08","0020835-98.2018.5.04.0403"
"INSTRUÇÃO","2018-09-12","0012854-85.2017.5.15.0002"
"OITIVA DE TESTEMUNHAS","2018-07-17","CP0021629-56.2017.5.04.0403"
"UNA","2018-07-25","1000728-16.2018.5.02.0033"
"JULGAMENTO","2018-06-28",""
"JULGAMENTO","2018-10-02","0021410-02.2016.5.04.0331"
"JULGAMENTO","2018-06-27","0020863-10.2015.5.04.0003"
"INICIAL","2019-02-04","0021133-51.2018.5.04.0028"
"INSTRUÇÃO","2018-11-22","0000780-79.2017.5.07.0015"
"CONCILIAÇÃO","2018-07-04","0000632-75.2015.5.07.0003"
"CONCILIAÇÃO","2018-07-04","0000067-96.2015.5.07.0008"
"CONCILIAÇÃO","2018-07-04","0000370-53.2015.5.07.0027"
"CONCILIAÇÃO","2018-07-03","0000690-71-2013-5-07-0028"
"INSTRUÇÃO","2018-08-20","0001359-69.2017.5.07.0001"
"CONCILIAÇÃO","2018-07-25","001/1.18.0047856-0"
"INSTRUÇÃO","2019-12-03","0020743-92.2019.5.04.0401"
"UNA","2018-10-10","1000498-02.2018.5.02.0444"
"UNA","2019-08-15","0012734-60.2017.5.15.00093"
"SENTENÇA","2018-07-16","1000443.03.2016.5.02.0709"
"OITIVA DE TESTEMUNHAS","2018-08-22","0100309.64.2018.5.01.0060"
"PERÍCIA","2018-07-03","1001930.63.2016.5.02.0432"
"INICIAL","2018-10-22","0012108-02.2017.5.15.0106"
"UNA","2018-07-18","1000736-18.2018.5.02.0057"
"UNA","2018-08-01","0010397-44.2018.5.15.0035"
"PERÍCIA","2018-07-24","0001154-70-2013-5-07-0004"
"INSTRUÇÃO","2018-08-02","0020041.31.2014.5.04.0011"
"INSTRUÇÃO","2018-08-08","0021098-62.2017.5.04.0405"
"JULGAMENTO","2018-08-29","0020312.12.2015.5.04.0009"
"INICIAL","2018-08-27","0020553-90.2018.5.04.0005"
"PERÍCIA","2018-07-02","5018622-74.2016.4.04.7100"
"OITIVA DE TESTEMUNHAS","2018-08-29","CP0001394-10.2017.5.12.0027"
"UNA","2018-08-06","0001374-22.2017.5.12.0026"
"PERÍCIA","2018-08-30","9037389-71.2018.8.21.0001"
"INSTRUÇÃO","2018-07-09","0101484.93.2017.5.01.0039"
"JULGAMENTO","2018-07-12","122228-40.2018.8.21.7000"
"CONCILIAÇÃO","2018-07-12","9003574-56.2018.8.21.0010"
"CONCILIAÇÃO","2018-07-19","0002054-63-2013-5-02-0078"
"CONCILIAÇÃO","2018-07-12","0000008-06.2012.5.04.0103"
"INICIAL","2019-03-12","0021319-19.2018.5.04.0402"
"OITIVA DE TESTEMUNHAS","2018-06-26","0010521-78.2018.5.15.0115"
"PERÍCIA","2018-08-01","5027192-78.2018.4.04.7100"
"CONCILIAÇÃO","2018-07-05","0001094-52.2012.5.04.0025"
"INSTRUÇÃO","2018-08-06","1000736-18.2018.5.02.0057"
"OITIVA DE TESTEMUNHAS","2018-10-09","0020423-32.2018.5.04.0351"
"INSTRUÇÃO","2018-08-23","0101679-75.2017.5.01.0040"
"JULGAMENTO","2018-10-25","181177-57.2018.8.21.7000"
"JULGAMENTO - ED","2018-10-25","250735-19.2018.8.21.7000"
"OITIVA DE TESTEMUNHAS","2018-10-24","0000615-90.2018.5.12.0004"
"INSTRUÇÃO","2018-09-18","0001654-92.2017.5.07.0038"
"UNA","2019-03-25","1000136-82.2019.5.02.0373"
"INSTRUÇÃO","2019-11-14","0012314-83.2017.5.15.0116"
"INSTRUÇÃO","2018-10-09","0101704-05.2017.5.01.0003"
"SUSTENTAÇÃO ORAL","2018-08-08","0001034-80.2016.5.07.0017"
"INSTRUÇÃO","2019-11-14","0020328-71.2018.5.04.0231"
"UNA","2019-02-26","0100508-71.2018.5.01.0065"
"PERÍCIA","2018-08-07",""
"JULGAMENTO","2018-08-09","0021141-08.2015.5.04.0004"
"OITIVA DE TESTEMUNHAS","2018-08-06","0001757.14.2017.5.09.0016"
"OITIVA DE TESTEMUNHAS","2018-08-01","0000528-06.2018.5.07.0027"
"UNA","2018-08-06","1002594-65.2017.5.02.0204"
"JULGAMENTO","2018-08-08","0020440-07.2016.5.04.0006"
"PERÍCIA","2018-08-20","1000373-75.2018.5.02.0010"
"INSTRUÇÃO","2019-01-22","1000142.26.2018.5.02.0082"
"INSTRUÇÃO","2018-08-16","1001786-97.2017.5.02.0709"
"INSTRUÇÃO","2019-01-24","1001786-97.2017.5.02.0709"
